_dataobs_,Race,Signs_Of_Mental_Illness,Body_Camera,Month,Region,REP_Armed_Category,REP_Mental_Illness,IMP_Age,_WARN_,F_Race,I_Race,_NODE_,P_Race0,P_Race1,Q_Race0,Q_Race1,V_Race0,V_Race1,R_Race0,R_Race1,U_Race
5363,1,1,0,5,West,Unarmed,Yes,26,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5364,0,1,1,5,West,Gun,Yes,36.64517857,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5365,1,1,0,5,Southeast,Gun,Yes,32,,1,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,-0.693641618,0.693641619,0
5366,0,1,0,5,Southeast,Gun,Yes,62,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5367,0,1,0,5,Southeast,Gun,Yes,58,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5368,0,1,0,5,Southeast,Gun,Yes,28,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5369,0,1,0,6,West,Gun,Yes,23,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5370,0,1,0,6,Southeast,Gun,Yes,36.64517857,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5371,0,1,0,6,Southeast,Sharp Weapon,Yes,54,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5372,0,1,1,6,West,Sharp Weapon,Yes,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5373,1,1,0,6,Southwest,Gun,Yes,19,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5374,0,1,0,6,Southeast,Other Weapon,Yes,40,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5375,0,1,0,6,Northeast,Gun,Yes,45,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5376,1,1,0,6,West,Sharp Weapon,Yes,20,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5377,0,1,0,6,Southwest,Gun,Yes,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5378,0,1,0,6,Southwest,Gun,Yes,22,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5379,0,1,0,6,Southeast,Gun,Yes,70,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5380,0,1,0,6,Southwest,Sharp Weapon,Yes,35,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5381,0,1,0,6,Midwest,Sharp Weapon,Yes,29,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5382,0,1,0,6,Midwest,Gun,Yes,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5383,1,1,1,7,Southeast,Sharp Weapon,Yes,23,,1,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,-0.693641618,0.693641619,0
5384,0,1,0,7,Midwest,Sharp Weapon,Yes,44,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5385,0,1,0,7,Southeast,Sharp Weapon,Yes,61,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5386,0,1,1,7,West,Toy Weapon,Yes,17,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5387,1,1,0,7,West,Blunt Weapon,Yes,39,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
5388,0,1,0,7,Midwest,Sharp Weapon,Yes,26,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5389,0,1,0,7,Midwest,Gun,Yes,23,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5390,0,1,0,7,West,Gun,Yes,69,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5391,0,1,1,7,West,Toy Weapon,Yes,43,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5392,0,1,0,7,Northeast,Sharp Weapon,Yes,27,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5393,0,1,0,7,Southwest,Sharp Weapon,Yes,28,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5394,0,1,0,7,Southeast,Gun,Yes,53,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5395,0,1,0,7,Northeast,Gun,Yes,49,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5396,0,1,0,7,Southeast,Gun,Yes,56,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5397,0,1,0,7,Midwest,Sharp Weapon,Yes,32,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5398,0,1,0,7,Midwest,Gun,Yes,62,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5399,0,1,0,8,Midwest,Gun,Yes,24,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5400,1,1,0,8,Southeast,Gun,Yes,55,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
5401,0,1,0,8,Southeast,Gun,Yes,65,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5402,1,1,0,7,Southwest,Sharp Weapon,Yes,46,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
5403,0,1,0,8,Southeast,Sharp Weapon,Yes,48,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5404,0,1,0,8,Northeast,Toy Weapon,Yes,62,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5405,0,1,0,8,Midwest,Unarmed,Yes,31,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5406,1,1,0,8,Southeast,Gun,Yes,51,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
5407,0,1,0,8,Southeast,Gun,Yes,56,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5408,0,1,0,8,West,Gun,Yes,57,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5409,0,1,1,8,West,Blunt Weapon,Yes,52,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5410,1,1,0,8,Southeast,Sharp Weapon,Yes,62,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
5411,0,1,0,9,West,Other Weapon,Yes,35,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5412,0,1,0,8,Southwest,Gun,Yes,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5413,0,1,0,9,Midwest,Sharp Weapon,Yes,30,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5414,1,1,1,9,West,Sharp Weapon,Yes,26,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5415,0,1,1,9,Southeast,Sharp Weapon,Yes,57,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5416,0,1,1,9,Southwest,Sharp Weapon,Yes,28,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5417,1,1,1,9,Southwest,Toy Weapon,Yes,31,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5418,0,1,1,9,Southeast,Gun,Yes,21,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5419,0,1,0,9,West,Toy Weapon,Yes,20,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5420,0,1,0,9,Southeast,Gun,Yes,32,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5421,0,1,0,10,West,Sharp Weapon,Yes,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5422,0,1,0,10,Southeast,Other Weapon,Yes,37,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
5423,0,1,1,10,Southwest,Blunt Weapon,Yes,22,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5424,1,1,0,10,Southeast,Unarmed,Yes,31,,1,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,-0.693641618,0.693641619,0
5425,0,1,0,10,Southeast,Gun,Yes,28,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5426,0,1,0,10,West,Gun,Yes,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5427,0,1,1,10,West,Toy Weapon,Yes,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5428,1,1,0,10,Northeast,Other Weapon,Yes,33,,1,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,-0.752066116,0.752066116,0
5429,0,1,0,10,Midwest,Gun,Yes,27,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5430,0,1,0,10,West,Gun,Yes,61,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5431,0,1,0,10,Midwest,Gun,Yes,29,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5432,0,1,0,10,West,Blunt Weapon,Yes,42,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5433,0,1,1,11,West,Sharp Weapon,Yes,56,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5434,0,1,1,10,West,Toy Weapon,Yes,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5435,0,1,1,11,Southwest,Sharp Weapon,Yes,31,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5436,0,1,0,11,Midwest,Gun,Yes,26,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5437,0,1,0,11,Southeast,Gun,Yes,38,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5438,0,1,1,11,Southeast,Sharp Weapon,Yes,36.64517857,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5439,0,1,0,11,West,Sharp Weapon,Yes,50,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5440,0,1,0,11,Midwest,Gun,Yes,35,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5441,0,1,0,10,Southeast,Blunt Weapon,Yes,51,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5442,1,1,1,5,Midwest,Gun,Yes,36.64517857,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
5443,0,1,1,12,West,Sharp Weapon,Yes,60,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5444,0,1,0,11,Southeast,Gun,Yes,60,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5445,0,1,1,11,Southeast,Sharp Weapon,Yes,48,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5446,0,1,0,12,West,Sharp Weapon,Yes,51,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5447,0,1,0,12,Southeast,Gun,Yes,65,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5448,0,1,0,12,Northeast,Sharp Weapon,Yes,55,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5449,0,1,0,12,Northeast,Gun,Yes,68,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5450,0,1,0,12,Midwest,Gun,Yes,40,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5451,0,1,0,12,Southeast,Gun,Yes,23,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5452,0,1,1,12,West,Sharp Weapon,Yes,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5453,0,1,0,12,West,Undetermined,Yes,47,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5454,0,1,0,12,Northeast,Sharp Weapon,Yes,57,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5455,0,1,0,12,Midwest,Gun,Yes,57,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5456,0,1,0,12,Southeast,Gun,Yes,76,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5457,0,1,0,12,Midwest,Gun,Yes,29,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5458,0,1,1,12,Midwest,Sharp Weapon,Yes,31,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5459,0,1,0,12,Southeast,Gun,Yes,36.64517857,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
5460,0,1,0,12,Southeast,Gun,Yes,35,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
5461,0,1,1,12,Southeast,Gun,Yes,65,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5462,0,1,0,12,Southeast,Toy Weapon,Yes,59,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5463,0,1,0,12,Southeast,Gun,Yes,24,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5464,1,1,0,1,Southeast,Sharp Weapon,Yes,27,,1,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,-0.693641618,0.693641619,0
5465,0,1,0,1,West,Toy Weapon,Yes,25,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5466,0,1,1,1,West,Gun,Yes,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5467,0,1,0,1,West,Gun,Yes,69,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5468,1,1,0,1,West,Gun,Yes,18,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5469,0,1,0,1,Southeast,Blunt Weapon,Yes,34,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5470,0,1,0,1,Midwest,Gun,Yes,30,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5471,0,1,0,1,West,Toy Weapon,Yes,31,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5472,1,1,0,1,Southeast,Sharp Weapon,Yes,49,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
5473,1,1,0,1,Southwest,Sharp Weapon,Yes,22,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5474,0,1,0,1,Southwest,Sharp Weapon,Yes,41,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5475,0,1,0,12,Southeast,Gun,Yes,66,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5476,0,1,0,3,Midwest,Gun,Yes,61,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5477,0,1,0,4,West,Sharp Weapon,Yes,42,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5478,1,1,0,4,West,Blunt Weapon,Yes,23,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5479,1,1,0,5,Midwest,Gun,Yes,22,,1,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,-0.693641618,0.693641619,0
5480,0,1,0,1,Southeast,Gun,Yes,35,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5481,0,1,0,5,Midwest,Gun,Yes,56,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5482,0,1,0,1,Southwest,Sharp Weapon,Yes,27,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5483,0,1,0,6,Southwest,Other Weapon,Yes,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5484,1,1,1,1,Southeast,Toy Weapon,Yes,52,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
5485,0,1,0,7,Southwest,Gun,Yes,39,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5486,1,1,0,8,Southeast,Gun,Yes,52,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
5487,0,1,1,10,Southwest,Gun,Yes,54,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5488,0,1,0,9,Midwest,Vehicle,Yes,46,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5489,0,1,0,9,Southwest,Gun,Yes,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5490,0,1,0,11,West,Sharp Weapon,Yes,44,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5491,0,1,0,9,Southeast,Gun,Yes,76,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5492,0,1,0,9,Northeast,Sharp Weapon,Yes,36,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5493,1,1,0,9,West,Sharp Weapon,Yes,58,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
5494,0,1,0,2,Northeast,Vehicle,Yes,44,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5495,0,1,0,1,Northeast,Gun,Yes,34,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5496,0,1,0,1,Southeast,Gun,Yes,43,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5497,1,1,1,2,Southwest,Sharp Weapon,Yes,23,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5498,0,1,0,2,Northeast,Toy Weapon,Yes,41,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5499,0,1,0,2,Southwest,Sharp Weapon,Yes,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5500,0,1,0,2,West,Gun,Yes,63,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5501,1,1,0,2,West,Sharp Weapon,Yes,26,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
5502,0,1,0,2,West,Sharp Weapon,Yes,41,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5503,1,1,0,1,Northeast,Gun,Yes,47,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
5504,0,1,0,2,Midwest,Gun,Yes,28,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5505,0,1,0,2,Southwest,Unarmed,Yes,20,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5506,0,1,0,2,Midwest,Gun,Yes,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5507,0,1,1,2,West,Sharp Weapon,Yes,45,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5508,0,1,0,2,Southeast,Gun,Yes,39,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
5509,0,1,0,3,Southeast,Toy Weapon,Yes,34,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
5510,0,1,0,3,Southeast,Unarmed,Yes,37,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
5511,0,1,0,3,West,Gun,Yes,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5512,0,1,0,3,Northeast,Gun,Yes,62,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5513,0,1,0,3,Northeast,Sharp Weapon,Yes,47,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5514,0,1,0,3,West,Unarmed,Yes,44,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
5515,0,1,0,3,Southeast,Sharp Weapon,Yes,36.64517857,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
5516,1,1,0,4,West,Blunt Weapon,Yes,33,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
5517,0,1,0,4,Midwest,Gun,Yes,24,,0,0,9,0.693641619,0.306358382,0.693641619,0.306358382,0.686746988,0.313253012,0.306358382,-0.306358382,0
5518,1,1,0,4,Southeast,Gun,Yes,36.64517857,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
5519,0,1,0,3,Northeast,Gun,Yes,34,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
5520,0,1,0,3,Southeast,Sharp Weapon,Yes,53,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5521,0,1,0,3,Southeast,Gun,Yes,46,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
5522,0,1,0,3,Southwest,Gun,Yes,22,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
5523,0,1,0,3,Southwest,Blunt Weapon,Yes,52,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
